Frequenza,Territorio,Indicatore,Sesso,Classe di età,Anno,Osservazione,Stato dell’osservazione,Nota - Territorio,Nota - Indicatore,Nota - Sesso,Nota - Classi di età,Nota - Dataset
Annuale,Leverano,Popolazione residente al 31 dicembre,Femmine,10-14 anni,2022,356,,,,,,
Annuale,Leverano,Popolazione residente al 31 dicembre,Femmine,15-19 anni,2022,390,,,,,,
Annuale,Leverano,Popolazione residente al 31 dicembre,Femmine,20-24 anni,2022,383,,,,,,
Annuale,Leverano,Popolazione residente al 31 dicembre,Femmine,25-29 anni,2022,357,,,,,,
Annuale,Leverano,Popolazione residente al 31 dicembre,Femmine,30-34 anni,2022,343,,,,,,
Annuale,Leverano,Popolazione residente al 31 dicembre,Femmine,35-39 anni,2022,369,,,,,,
Annuale,Leverano,Popolazione residente al 31 dicembre,Femmine,40-44 anni,2022,469,,,,,,
Annuale,Leverano,Popolazione residente al 31 dicembre,Femmine,45-49 anni,2022,539,,,,,,
Annuale,Leverano,Popolazione residente al 31 dicembre,Femmine,50-54 anni,2022,484,,,,,,
Annuale,Leverano,Popolazione residente al 31 dicembre,Femmine,55-59 anni,2022,468,,,,,,
Annuale,Leverano,Popolazione residente al 31 dicembre,Femmine,60-64 anni,2022,454,,,,,,
Annuale,Leverano,Popolazione residente al 31 dicembre,Femmine,65-69 anni,2022,452,,,,,,
Annuale,Leverano,Popolazione residente al 31 dicembre,Femmine,70-74 anni,2022,421,,,,,,
Annuale,Leverano,Popolazione residente al 31 dicembre,Femmine,75-79 anni,2022,342,,,,,,
Annuale,Leverano,Popolazione residente al 31 dicembre,Femmine,80-84 anni,2022,305,,,,,,
Annuale,Leverano,Popolazione residente al 31 dicembre,Femmine,85-89 anni,2022,203,,,,,,
Annuale,Leverano,Popolazione residente al 31 dicembre,Femmine,90-94 anni,2022,107,,,,,,
Annuale,Leverano,Popolazione residente al 31 dicembre,Femmine,95-99 anni,2022,25,,,,,,
Annuale,Leverano,Popolazione residente al 31 dicembre,Femmine,100 anni e più,2022,1,,,,,,
Annuale,Leverano,Popolazione residente al 31 dicembre,Femmine,Totale,2022,'7,000',,,,,,
Annuale,Lizzanello,Popolazione residente al 31 dicembre,Femmine,Fino a 4 anni,2022,199,,,,,,
Annuale,Lizzanello,Popolazione residente al 31 dicembre,Femmine,5-9 anni,2022,285,,,,,,
Annuale,Lizzanello,Popolazione residente al 31 dicembre,Femmine,10-14 anni,2022,304,,,,,,
Annuale,Lizzanello,Popolazione residente al 31 dicembre,Femmine,15-19 anni,2022,309,,,,,,
Annuale,Lizzanello,Popolazione residente al 31 dicembre,Femmine,20-24 anni,2022,268,,,,,,
Annuale,Lizzanello,Popolazione residente al 31 dicembre,Femmine,25-29 anni,2022,269,,,,,,
Annuale,Lizzanello,Popolazione residente al 31 dicembre,Femmine,30-34 anni,2022,324,,,,,,
Annuale,Lizzanello,Popolazione residente al 31 dicembre,Femmine,35-39 anni,2022,384,,,,,,
Annuale,Lizzanello,Popolazione residente al 31 dicembre,Femmine,40-44 anni,2022,423,,,,,,
Annuale,Lizzanello,Popolazione residente al 31 dicembre,Femmine,45-49 anni,2022,583,,,,,,
Annuale,Lizzanello,Popolazione residente al 31 dicembre,Femmine,50-54 anni,2022,512,,,,,,
Annuale,Lizzanello,Popolazione residente al 31 dicembre,Femmine,55-59 anni,2022,446,,,,,,
Annuale,Lizzanello,Popolazione residente al 31 dicembre,Femmine,60-64 anni,2022,405,,,,,,
Annuale,Lizzanello,Popolazione residente al 31 dicembre,Femmine,65-69 anni,2022,356,,,,,,
Annuale,Lizzanello,Popolazione residente al 31 dicembre,Femmine,70-74 anni,2022,302,,,,,,
Annuale,Lizzanello,Popolazione residente al 31 dicembre,Femmine,75-79 anni,2022,256,,,,,,
Annuale,Lizzanello,Popolazione residente al 31 dicembre,Femmine,80-84 anni,2022,186,,,,,,
Annuale,Lizzanello,Popolazione residente al 31 dicembre,Femmine,85-89 anni,2022,115,,,,,,
Annuale,Lizzanello,Popolazione residente al 31 dicembre,Femmine,90-94 anni,2022,71,,,,,,
Annuale,Lizzanello,Popolazione residente al 31 dicembre,Femmine,95-99 anni,2022,10,,,,,,
Annuale,Lizzanello,Popolazione residente al 31 dicembre,Femmine,100 anni e più,2022,1,,,,,,
Annuale,Lizzanello,Popolazione residente al 31 dicembre,Femmine,Totale,2022,'6,008',,,,,,
Annuale,Maglie,Popolazione residente al 31 dicembre,Femmine,Fino a 4 anni,2022,160,,,,,,
Annuale,Maglie,Popolazione residente al 31 dicembre,Femmine,5-9 anni,2022,242,,,,,,
Annuale,Maglie,Popolazione residente al 31 dicembre,Femmine,10-14 anni,2022,272,,,,,,
Annuale,Maglie,Popolazione residente al 31 dicembre,Femmine,15-19 anni,2022,288,,,,,,
Annuale,Maglie,Popolazione residente al 31 dicembre,Femmine,20-24 anni,2022,314,,,,,,
Annuale,Maglie,Popolazione residente al 31 dicembre,Femmine,25-29 anni,2022,313,,,,,,
Annuale,Maglie,Popolazione residente al 31 dicembre,Femmine,30-34 anni,2022,308,,,,,,
Annuale,Maglie,Popolazione residente al 31 dicembre,Femmine,35-39 anni,2022,328,,,,,,
Annuale,Maglie,Popolazione residente al 31 dicembre,Femmine,40-44 anni,2022,475,,,,,,
Annuale,Maglie,Popolazione residente al 31 dicembre,Femmine,45-49 anni,2022,535,,,,,,
Annuale,Maglie,Popolazione residente al 31 dicembre,Femmine,50-54 anni,2022,535,,,,,,
Annuale,Maglie,Popolazione residente al 31 dicembre,Femmine,55-59 anni,2022,580,,,,,,
Annuale,Maglie,Popolazione residente al 31 dicembre,Femmine,60-64 anni,2022,566,,,,,,
Annuale,Maglie,Popolazione residente al 31 dicembre,Femmine,65-69 anni,2022,490,,,,,,
Annuale,Maglie,Popolazione residente al 31 dicembre,Femmine,70-74 anni,2022,516,,,,,,
Annuale,Maglie,Popolazione residente al 31 dicembre,Femmine,75-79 anni,2022,438,,,,,,
Annuale,Maglie,Popolazione residente al 31 dicembre,Femmine,80-84 anni,2022,366,,,,,,
Annuale,Maglie,Popolazione residente al 31 dicembre,Femmine,85-89 anni,2022,251,,,,,,
Annuale,Maglie,Popolazione residente al 31 dicembre,Femmine,90-94 anni,2022,149,,,,,,
Annuale,Maglie,Popolazione residente al 31 dicembre,Femmine,95-99 anni,2022,29,,,,,,
Annuale,Maglie,Popolazione residente al 31 dicembre,Femmine,100 anni e più,2022,6,,,,,,
Annuale,Maglie,Popolazione residente al 31 dicembre,Femmine,Totale,2022,'7,161',,,,,,
Annuale,Martano,Popolazione residente al 31 dicembre,Femmine,Fino a 4 anni,2022,129,,,,,,
Annuale,Martano,Popolazione residente al 31 dicembre,Femmine,5-9 anni,2022,140,,,,,,
Annuale,Martano,Popolazione residente al 31 dicembre,Femmine,10-14 anni,2022,179,,,,,,
Annuale,Martano,Popolazione residente al 31 dicembre,Femmine,15-19 anni,2022,173,,,,,,
Annuale,Martano,Popolazione residente al 31 dicembre,Femmine,20-24 anni,2022,196,,,,,,
Annuale,Martano,Popolazione residente al 31 dicembre,Femmine,25-29 anni,2022,195,,,,,,
Annuale,Martano,Popolazione residente al 31 dicembre,Femmine,30-34 anni,2022,213,,,,,,
Annuale,Martano,Popolazione residente al 31 dicembre,Femmine,35-39 anni,2022,250,,,,,,
Annuale,Martano,Popolazione residente al 31 dicembre,Femmine,40-44 anni,2022,282,,,,,,
Annuale,Martano,Popolazione residente al 31 dicembre,Femmine,45-49 anni,2022,321,,,,,,
Annuale,Martano,Popolazione residente al 31 dicembre,Femmine,50-54 anni,2022,339,,,,,,
Annuale,Martano,Popolazione residente al 31 dicembre,Femmine,55-59 anni,2022,344,,,,,,
Annuale,Martano,Popolazione residente al 31 dicembre,Femmine,60-64 anni,2022,310,,,,,,
Annuale,Martano,Popolazione residente al 31 dicembre,Femmine,65-69 anni,2022,320,,,,,,
Annuale,Martano,Popolazione residente al 31 dicembre,Femmine,70-74 anni,2022,319,,,,,,
Annuale,Martano,Popolazione residente al 31 dicembre,Femmine,75-79 anni,2022,239,,,,,,
Annuale,Martano,Popolazione residente al 31 dicembre,Femmine,80-84 anni,2022,235,,,,,,
Annuale,Martano,Popolazione residente al 31 dicembre,Femmine,85-89 anni,2022,162,,,,,,
Annuale,Martano,Popolazione residente al 31 dicembre,Femmine,90-94 anni,2022,86,,,,,,
Annuale,Martano,Popolazione residente al 31 dicembre,Femmine,95-99 anni,2022,24,,,,,,
Annuale,Martano,Popolazione residente al 31 dicembre,Femmine,100 anni e più,2022,2,,,,,,
Annuale,Martano,Popolazione residente al 31 dicembre,Femmine,Totale,2022,'4,458',,,,,,
Annuale,Martignano,Popolazione residente al 31 dicembre,Femmine,Fino a 4 anni,2022,26,,,,,,
Annuale,Martignano,Popolazione residente al 31 dicembre,Femmine,5-9 anni,2022,31,,,,,,
Annuale,Martignano,Popolazione residente al 31 dicembre,Femmine,10-14 anni,2022,29,,,,,,
Annuale,Martignano,Popolazione residente al 31 dicembre,Femmine,15-19 anni,2022,39,,,,,,
Annuale,Martignano,Popolazione residente al 31 dicembre,Femmine,20-24 anni,2022,30,,,,,,
Annuale,Martignano,Popolazione residente al 31 dicembre,Femmine,25-29 anni,2022,40,,,,,,
Annuale,Martignano,Popolazione residente al 31 dicembre,Femmine,30-34 anni,2022,39,,,,,,
Annuale,Martignano,Popolazione residente al 31 dicembre,Femmine,35-39 anni,2022,43,,,,,,
Annuale,Martignano,Popolazione residente al 31 dicembre,Femmine,40-44 anni,2022,46,,,,,,
Annuale,Martignano,Popolazione residente al 31 dicembre,Femmine,45-49 anni,2022,51,,,,,,
Annuale,Martignano,Popolazione residente al 31 dicembre,Femmine,50-54 anni,2022,59,,,,,,
Annuale,Martignano,Popolazione residente al 31 dicembre,Femmine,55-59 anni,2022,68,,,,,,
Annuale,Martignano,Popolazione residente al 31 dicembre,Femmine,60-64 anni,2022,60,,,,,,
Annuale,Martignano,Popolazione residente al 31 dicembre,Femmine,65-69 anni,2022,51,,,,,,
Annuale,Martignano,Popolazione residente al 31 dicembre,Femmine,70-74 anni,2022,53,,,,,,
Annuale,Martignano,Popolazione residente al 31 dicembre,Femmine,75-79 anni,2022,43,,,,,,
Annuale,Martignano,Popolazione residente al 31 dicembre,Femmine,80-84 anni,2022,38,,,,,,
Annuale,Martignano,Popolazione residente al 31 dicembre,Femmine,85-89 anni,2022,23,,,,,,
Annuale,Martignano,Popolazione residente al 31 dicembre,Femmine,90-94 anni,2022,17,,,,,,
Annuale,Martignano,Popolazione residente al 31 dicembre,Femmine,95-99 anni,2022,5,,,,,,
Annuale,Martignano,Popolazione residente al 31 dicembre,Femmine,100 anni e più,2022,1,,,,,,
Annuale,Martignano,Popolazione residente al 31 dicembre,Femmine,Totale,2022,792,,,,,,
Annuale,Matino,Popolazione residente al 31 dicembre,Femmine,Fino a 4 anni,2022,198,,,,,,
Annuale,Matino,Popolazione residente al 31 dicembre,Femmine,5-9 anni,2022,205,,,,,,
Annuale,Matino,Popolazione residente al 31 dicembre,Femmine,10-14 anni,2022,276,,,,,,
Annuale,Matino,Popolazione residente al 31 dicembre,Femmine,15-19 anni,2022,279,,,,,,
Annuale,Matino,Popolazione residente al 31 dicembre,Femmine,20-24 anni,2022,267,,,,,,
Annuale,Matino,Popolazione residente al 31 dicembre,Femmine,25-29 anni,2022,276,,,,,,
Annuale,Matino,Popolazione residente al 31 dicembre,Femmine,30-34 anni,2022,270,,,,,,
Annuale,Matino,Popolazione residente al 31 dicembre,Femmine,35-39 anni,2022,291,,,,,,
Annuale,Matino,Popolazione residente al 31 dicembre,Femmine,40-44 anni,2022,365,,,,,,
Annuale,Matino,Popolazione residente al 31 dicembre,Femmine,45-49 anni,2022,417,,,,,,
Annuale,Matino,Popolazione residente al 31 dicembre,Femmine,50-54 anni,2022,436,,,,,,
Annuale,Matino,Popolazione residente al 31 dicembre,Femmine,55-59 anni,2022,401,,,,,,
Annuale,Matino,Popolazione residente al 31 dicembre,Femmine,60-64 anni,2022,400,,,,,,
Annuale,Matino,Popolazione residente al 31 dicembre,Femmine,65-69 anni,2022,379,,,,,,
Annuale,Matino,Popolazione residente al 31 dicembre,Femmine,70-74 anni,2022,391,,,,,,
Annuale,Matino,Popolazione residente al 31 dicembre,Femmine,75-79 anni,2022,297,,,,,,
Annuale,Matino,Popolazione residente al 31 dicembre,Femmine,80-84 anni,2022,261,,,,,,
Annuale,Matino,Popolazione residente al 31 dicembre,Femmine,85-89 anni,2022,132,,,,,,
Annuale,Matino,Popolazione residente al 31 dicembre,Femmine,90-94 anni,2022,74,,,,,,
Annuale,Matino,Popolazione residente al 31 dicembre,Femmine,95-99 anni,2022,21,,,,,,
Annuale,Matino,Popolazione residente al 31 dicembre,Femmine,100 anni e più,2022,3,,,,,,
Annuale,Matino,Popolazione residente al 31 dicembre,Femmine,Totale,2022,'5,639',,,,,,
Annuale,Melendugno,Popolazione residente al 31 dicembre,Femmine,Fino a 4 anni,2022,135,,,,,,
Annuale,Melendugno,Popolazione residente al 31 dicembre,Femmine,5-9 anni,2022,186,,,,,,
Annuale,Melendugno,Popolazione residente al 31 dicembre,Femmine,10-14 anni,2022,212,,,,,,
Annuale,Melendugno,Popolazione residente al 31 dicembre,Femmine,15-19 anni,2022,225,,,,,,
Annuale,Melendugno,Popolazione residente al 31 dicembre,Femmine,20-24 anni,2022,250,,,,,,
Annuale,Melendugno,Popolazione residente al 31 dicembre,Femmine,25-29 anni,2022,217,,,,,,
Annuale,Melendugno,Popolazione residente al 31 dicembre,Femmine,30-34 anni,2022,250,,,,,,
Annuale,Melendugno,Popolazione residente al 31 dicembre,Femmine,35-39 anni,2022,304,,,,,,
Annuale,Melendugno,Popolazione residente al 31 dicembre,Femmine,40-44 anni,2022,375,,,,,,
Annuale,Melendugno,Popolazione residente al 31 dicembre,Femmine,45-49 anni,2022,400,,,,,,
Annuale,Melendugno,Popolazione residente al 31 dicembre,Femmine,50-54 anni,2022,401,,,,,,
Annuale,Melendugno,Popolazione residente al 31 dicembre,Femmine,55-59 anni,2022,399,,,,,,
Annuale,Melendugno,Popolazione residente al 31 dicembre,Femmine,60-64 anni,2022,404,,,,,,
Annuale,Melendugno,Popolazione residente al 31 dicembre,Femmine,65-69 anni,2022,364,,,,,,
Annuale,Melendugno,Popolazione residente al 31 dicembre,Femmine,70-74 anni,2022,300,,,,,,
Annuale,Melendugno,Popolazione residente al 31 dicembre,Femmine,75-79 anni,2022,254,,,,,,
Annuale,Melendugno,Popolazione residente al 31 dicembre,Femmine,80-84 anni,2022,222,,,,,,
Annuale,Melendugno,Popolazione residente al 31 dicembre,Femmine,85-89 anni,2022,139,,,,,,
Annuale,Melendugno,Popolazione residente al 31 dicembre,Femmine,90-94 anni,2022,66,,,,,,
Annuale,Melendugno,Popolazione residente al 31 dicembre,Femmine,95-99 anni,2022,13,,,,,,
Annuale,Melendugno,Popolazione residente al 31 dicembre,Femmine,Totale,2022,'5,116',,,,,,
Annuale,Melissano,Popolazione residente al 31 dicembre,Femmine,Fino a 4 anni,2022,107,,,,,,
Annuale,Melissano,Popolazione residente al 31 dicembre,Femmine,5-9 anni,2022,113,,,,,,
Annuale,Melissano,Popolazione residente al 31 dicembre,Femmine,10-14 anni,2022,142,,,,,,
Annuale,Melissano,Popolazione residente al 31 dicembre,Femmine,15-19 anni,2022,171,,,,,,
Annuale,Melissano,Popolazione residente al 31 dicembre,Femmine,20-24 anni,2022,166,,,,,,
Annuale,Melissano,Popolazione residente al 31 dicembre,Femmine,25-29 anni,2022,184,,,,,,
Annuale,Melissano,Popolazione residente al 31 dicembre,Femmine,30-34 anni,2022,167,,,,,,
Annuale,Melissano,Popolazione residente al 31 dicembre,Femmine,35-39 anni,2022,168,,,,,,
Annuale,Melissano,Popolazione residente al 31 dicembre,Femmine,40-44 anni,2022,219,,,,,,
Annuale,Melissano,Popolazione residente al 31 dicembre,Femmine,45-49 anni,2022,249,,,,,,
Annuale,Melissano,Popolazione residente al 31 dicembre,Femmine,50-54 anni,2022,259,,,,,,
Annuale,Melissano,Popolazione residente al 31 dicembre,Femmine,55-59 anni,2022,268,,,,,,
Annuale,Melissano,Popolazione residente al 31 dicembre,Femmine,60-64 anni,2022,256,,,,,,
Annuale,Melissano,Popolazione residente al 31 dicembre,Femmine,65-69 anni,2022,245,,,,,,
Annuale,Melissano,Popolazione residente al 31 dicembre,Femmine,70-74 anni,2022,229,,,,,,
Annuale,Melissano,Popolazione residente al 31 dicembre,Femmine,75-79 anni,2022,182,,,,,,
Annuale,Melissano,Popolazione residente al 31 dicembre,Femmine,80-84 anni,2022,165,,,,,,
Annuale,Melissano,Popolazione residente al 31 dicembre,Femmine,85-89 anni,2022,102,,,,,,
Annuale,Melissano,Popolazione residente al 31 dicembre,Femmine,90-94 anni,2022,41,,,,,,
Annuale,Melissano,Popolazione residente al 31 dicembre,Femmine,95-99 anni,2022,11,,,,,,
Annuale,Melissano,Popolazione residente al 31 dicembre,Femmine,100 anni e più,2022,2,,,,,,
Annuale,Melissano,Popolazione residente al 31 dicembre,Femmine,Totale,2022,'3,446',,,,,,
Annuale,Melpignano,Popolazione residente al 31 dicembre,Femmine,Fino a 4 anni,2022,35,,,,,,
Annuale,Melpignano,Popolazione residente al 31 dicembre,Femmine,5-9 anni,2022,33,,,,,,
Annuale,Melpignano,Popolazione residente al 31 dicembre,Femmine,10-14 anni,2022,34,,,,,,
Annuale,Melpignano,Popolazione residente al 31 dicembre,Femmine,15-19 anni,2022,45,,,,,,
Annuale,Melpignano,Popolazione residente al 31 dicembre,Femmine,20-24 anni,2022,61,,,,,,
Annuale,Melpignano,Popolazione residente al 31 dicembre,Femmine,25-29 anni,2022,42,,,,,,
Annuale,Melpignano,Popolazione residente al 31 dicembre,Femmine,30-34 anni,2022,58,,,,,,
Annuale,Melpignano,Popolazione residente al 31 dicembre,Femmine,35-39 anni,2022,55,,,,,,
Annuale,Melpignano,Popolazione residente al 31 dicembre,Femmine,40-44 anni,2022,59,,,,,,
Annuale,Melpignano,Popolazione residente al 31 dicembre,Femmine,45-49 anni,2022,81,,,,,,
Annuale,Melpignano,Popolazione residente al 31 dicembre,Femmine,50-54 anni,2022,78,,,,,,
Annuale,Melpignano,Popolazione residente al 31 dicembre,Femmine,55-59 anni,2022,93,,,,,,
Annuale,Melpignano,Popolazione residente al 31 dicembre,Femmine,60-64 anni,2022,79,,,,,,
Annuale,Melpignano,Popolazione residente al 31 dicembre,Femmine,65-69 anni,2022,96,,,,,,
Annuale,Melpignano,Popolazione residente al 31 dicembre,Femmine,70-74 anni,2022,71,,,,,,
Annuale,Melpignano,Popolazione residente al 31 dicembre,Femmine,75-79 anni,2022,54,,,,,,
Annuale,Melpignano,Popolazione residente al 31 dicembre,Femmine,80-84 anni,2022,47,,,,,,
Annuale,Melpignano,Popolazione residente al 31 dicembre,Femmine,85-89 anni,2022,41,,,,,,
Annuale,Melpignano,Popolazione residente al 31 dicembre,Femmine,90-94 anni,2022,20,,,,,,
Annuale,Melpignano,Popolazione residente al 31 dicembre,Femmine,95-99 anni,2022,2,,,,,,
Annuale,Melpignano,Popolazione residente al 31 dicembre,Femmine,100 anni e più,2022,1,,,,,,
Annuale,Melpignano,Popolazione residente al 31 dicembre,Femmine,Totale,2022,'1,085',,,,,,
Annuale,Miggiano,Popolazione residente al 31 dicembre,Femmine,Fino a 4 anni,2022,44,,,,,,
Annuale,Miggiano,Popolazione residente al 31 dicembre,Femmine,5-9 anni,2022,56,,,,,,
Annuale,Miggiano,Popolazione residente al 31 dicembre,Femmine,10-14 anni,2022,82,,,,,,
Annuale,Miggiano,Popolazione residente al 31 dicembre,Femmine,15-19 anni,2022,90,,,,,,
Annuale,Miggiano,Popolazione residente al 31 dicembre,Femmine,20-24 anni,2022,93,,,,,,
Annuale,Miggiano,Popolazione residente al 31 dicembre,Femmine,25-29 anni,2022,80,,,,,,
Annuale,Miggiano,Popolazione residente al 31 dicembre,Femmine,30-34 anni,2022,70,,,,,,
Annuale,Miggiano,Popolazione residente al 31 dicembre,Femmine,35-39 anni,2022,66,,,,,,
Annuale,Miggiano,Popolazione residente al 31 dicembre,Femmine,40-44 anni,2022,118,,,,,,
Annuale,Miggiano,Popolazione residente al 31 dicembre,Femmine,45-49 anni,2022,125,,,,,,
Annuale,Miggiano,Popolazione residente al 31 dicembre,Femmine,50-54 anni,2022,143,,,,,,
Annuale,Miggiano,Popolazione residente al 31 dicembre,Femmine,55-59 anni,2022,142,,,,,,
Annuale,Miggiano,Popolazione residente al 31 dicembre,Femmine,60-64 anni,2022,118,,,,,,
Annuale,Miggiano,Popolazione residente al 31 dicembre,Femmine,65-69 anni,2022,124,,,,,,
Annuale,Miggiano,Popolazione residente al 31 dicembre,Femmine,70-74 anni,2022,109,,,,,,
Annuale,Miggiano,Popolazione residente al 31 dicembre,Femmine,75-79 anni,2022,109,,,,,,
Annuale,Miggiano,Popolazione residente al 31 dicembre,Femmine,80-84 anni,2022,77,,,,,,
Annuale,Miggiano,Popolazione residente al 31 dicembre,Femmine,85-89 anni,2022,65,,,,,,
Annuale,Miggiano,Popolazione residente al 31 dicembre,Femmine,90-94 anni,2022,25,,,,,,
Annuale,Miggiano,Popolazione residente al 31 dicembre,Femmine,95-99 anni,2022,3,,,,,,
Annuale,Miggiano,Popolazione residente al 31 dicembre,Femmine,Totale,2022,'1,739',,,,,,
Annuale,Minervino di Lecce,Popolazione residente al 31 dicembre,Femmine,Fino a 4 anni,2022,35,,,,,,
Annuale,Minervino di Lecce,Popolazione residente al 31 dicembre,Femmine,5-9 anni,2022,57,,,,,,
Annuale,Minervino di Lecce,Popolazione residente al 31 dicembre,Femmine,10-14 anni,2022,85,,,,,,
Annuale,Minervino di Lecce,Popolazione residente al 31 dicembre,Femmine,15-19 anni,2022,92,,,,,,
Annuale,Minervino di Lecce,Popolazione residente al 31 dicembre,Femmine,20-24 anni,2022,83,,,,,,
Annuale,Minervino di Lecce,Popolazione residente al 31 dicembre,Femmine,25-29 anni,2022,68,,,,,,
Annuale,Minervino di Lecce,Popolazione residente al 31 dicembre,Femmine,30-34 anni,2022,76,,,,,,
Annuale,Minervino di Lecce,Popolazione residente al 31 dicembre,Femmine,35-39 anni,2022,97,,,,,,
Annuale,Minervino di Lecce,Popolazione residente al 31 dicembre,Femmine,40-44 anni,2022,112,,,,,,
Annuale,Minervino di Lecce,Popolazione residente al 31 dicembre,Femmine,45-49 anni,2022,134,,,,,,
Annuale,Minervino di Lecce,Popolazione residente al 31 dicembre,Femmine,50-54 anni,2022,125,,,,,,
Annuale,Minervino di Lecce,Popolazione residente al 31 dicembre,Femmine,55-59 anni,2022,145,,,,,,
Annuale,Minervino di Lecce,Popolazione residente al 31 dicembre,Femmine,60-64 anni,2022,123,,,,,,
Annuale,Minervino di Lecce,Popolazione residente al 31 dicembre,Femmine,65-69 anni,2022,129,,,,,,
Annuale,Minervino di Lecce,Popolazione residente al 31 dicembre,Femmine,70-74 anni,2022,153,,,,,,
Annuale,Minervino di Lecce,Popolazione residente al 31 dicembre,Femmine,75-79 anni,2022,114,,,,,,
Annuale,Minervino di Lecce,Popolazione residente al 31 dicembre,Femmine,80-84 anni,2022,108,,,,,,
Annuale,Minervino di Lecce,Popolazione residente al 31 dicembre,Femmine,85-89 anni,2022,57,,,,,,
Annuale,Minervino di Lecce,Popolazione residente al 31 dicembre,Femmine,90-94 anni,2022,33,,,,,,
Annuale,Minervino di Lecce,Popolazione residente al 31 dicembre,Femmine,95-99 anni,2022,10,,,,,,
Annuale,Minervino di Lecce,Popolazione residente al 31 dicembre,Femmine,100 anni e più,2022,2,,,,,,
Annuale,Minervino di Lecce,Popolazione residente al 31 dicembre,Femmine,Totale,2022,'1,838',,,,,,
Annuale,Monteroni di Lecce,Popolazione residente al 31 dicembre,Femmine,Fino a 4 anni,2022,217,,,,,,
Annuale,Monteroni di Lecce,Popolazione residente al 31 dicembre,Femmine,5-9 anni,2022,254,,,,,,
Annuale,Monteroni di Lecce,Popolazione residente al 31 dicembre,Femmine,10-14 anni,2022,299,,,,,,
Annuale,Monteroni di Lecce,Popolazione residente al 31 dicembre,Femmine,15-19 anni,2022,311,,,,,,
Annuale,Monteroni di Lecce,Popolazione residente al 31 dicembre,Femmine,20-24 anni,2022,352,,,,,,
Annuale,Monteroni di Lecce,Popolazione residente al 31 dicembre,Femmine,25-29 anni,2022,299,,,,,,
Annuale,Monteroni di Lecce,Popolazione residente al 31 dicembre,Femmine,30-34 anni,2022,374,,,,,,
Annuale,Monteroni di Lecce,Popolazione residente al 31 dicembre,Femmine,35-39 anni,2022,372,,,,,,
Annuale,Monteroni di Lecce,Popolazione residente al 31 dicembre,Femmine,40-44 anni,2022,455,,,,,,
Annuale,Monteroni di Lecce,Popolazione residente al 31 dicembre,Femmine,45-49 anni,2022,516,,,,,,
Annuale,Monteroni di Lecce,Popolazione residente al 31 dicembre,Femmine,50-54 anni,2022,558,,,,,,
Annuale,Monteroni di Lecce,Popolazione residente al 31 dicembre,Femmine,55-59 anni,2022,532,,,,,,
Annuale,Monteroni di Lecce,Popolazione residente al 31 dicembre,Femmine,60-64 anni,2022,483,,,,,,
Annuale,Monteroni di Lecce,Popolazione residente al 31 dicembre,Femmine,65-69 anni,2022,406,,,,,,
Annuale,Monteroni di Lecce,Popolazione residente al 31 dicembre,Femmine,70-74 anni,2022,445,,,,,,
Annuale,Monteroni di Lecce,Popolazione residente al 31 dicembre,Femmine,75-79 anni,2022,366,,,,,,
Annuale,Monteroni di Lecce,Popolazione residente al 31 dicembre,Femmine,80-84 anni,2022,272,,,,,,
Annuale,Monteroni di Lecce,Popolazione residente al 31 dicembre,Femmine,85-89 anni,2022,205,,,,,,
Annuale,Monteroni di Lecce,Popolazione residente al 31 dicembre,Femmine,90-94 anni,2022,115,,,,,,
Annuale,Monteroni di Lecce,Popolazione residente al 31 dicembre,Femmine,95-99 anni,2022,22,,,,,,
Annuale,Monteroni di Lecce,Popolazione residente al 31 dicembre,Femmine,100 anni e più,2022,3,,,,,,
Annuale,Monteroni di Lecce,Popolazione residente al 31 dicembre,Femmine,Totale,2022,'6,856',,,,,,
Annuale,Montesano Salentino,Popolazione residente al 31 dicembre,Femmine,Fino a 4 anni,2022,49,,,,,,
Annuale,Montesano Salentino,Popolazione residente al 31 dicembre,Femmine,5-9 anni,2022,57,,,,,,
Annuale,Montesano Salentino,Popolazione residente al 31 dicembre,Femmine,10-14 anni,2022,67,,,,,,
Annuale,Montesano Salentino,Popolazione residente al 31 dicembre,Femmine,15-19 anni,2022,56,,,,,,
Annuale,Montesano Salentino,Popolazione residente al 31 dicembre,Femmine,20-24 anni,2022,82,,,,,,
Annuale,Montesano Salentino,Popolazione residente al 31 dicembre,Femmine,25-29 anni,2022,71,,,,,,
Annuale,Montesano Salentino,Popolazione residente al 31 dicembre,Femmine,30-34 anni,2022,78,,,,,,
Annuale,Montesano Salentino,Popolazione residente al 31 dicembre,Femmine,35-39 anni,2022,79,,,,,,
Annuale,Montesano Salentino,Popolazione residente al 31 dicembre,Femmine,40-44 anni,2022,78,,,,,,
Annuale,Montesano Salentino,Popolazione residente al 31 dicembre,Femmine,45-49 anni,2022,92,,,,,,
Annuale,Montesano Salentino,Popolazione residente al 31 dicembre,Femmine,50-54 anni,2022,87,,,,,,
Annuale,Montesano Salentino,Popolazione residente al 31 dicembre,Femmine,55-59 anni,2022,117,,,,,,
Annuale,Montesano Salentino,Popolazione residente al 31 dicembre,Femmine,60-64 anni,2022,82,,,,,,
Annuale,Montesano Salentino,Popolazione residente al 31 dicembre,Femmine,65-69 anni,2022,93,,,,,,
Annuale,Montesano Salentino,Popolazione residente al 31 dicembre,Femmine,70-74 anni,2022,80,,,,,,
